"Details
Project",Street,City,State,Zip
39-20401-31,200 Crescent Court  ,Dallas,TX,75201
39-20401-32,200 Crescent Court  ,Dallas,TX,75201
39-20401-34,200 Crescent Court  ,Dallas,TX,75201
39-20401-35,200 Crescent Court  ,Dallas,TX,75201
39-20401-36,200 Crescent Court  ,Dallas,TX,75201
39-20401-37,200 Crescent Court  ,Dallas,TX,75201
39-20401-38,200 Crescent Court  ,Dallas,TX,75201
39-20401-39,200 Crescent Court  ,Dallas,TX,75201
39-20401-40,200 Crescent Court  ,Dallas,TX,75201
39-20401-41,200 Crescent Court  ,Dallas,TX,75201
39-20401-42,200 Crescent Court  ,Dallas,TX,75201
39-20401-43,200 Crescent Court  ,Dallas,TX,75201
39-20401-44,200 Crescent Court  ,Dallas,TX,75201
39-20401-45,200 Crescent Court  ,Dallas,TX,75201
39-20401-46,200 Crescent Court  ,Dallas,TX,75201
39-20401-47,200 Crescent Court  ,Dallas,TX,75201
39-20401-48,200 Crescent Court  ,Dallas,TX,75201
39-20403-01,200 Crescent Court  ,Dallas,TX,75201
39-20447-02,4131 N Central Expy  ,Dallas,TX,75204
39-20447-03,4131 N Central Expy  ,Dallas,TX,75204
39-20447-04,4131 N Central Expy  ,Dallas,TX,75204
39-20447-05,4131 N Central Expy  ,Dallas,TX,75204
39-20453-01,3131 McKinney  ,Dallas,TX,
39-20467-01,15770 N Dallas Parkway  ,Dallas,TX,
39-20472-01,3500 Maple  ,Dallas,TX,
39-20472-02,3500 Maple  ,Dallas,TX,
39-20472-04,3500 Maple  ,Dallas,TX,
39-20472-05,3500 Maple  ,Dallas,TX,
39-20472-06,3500 Maple  ,Dallas,TX,
39-20472-08,3500 Maple  ,Dallas,TX,
39-20501-03,  ,Plano,TX,
39-20502-24,  ,Plano,TX,
39-20503-07,  ,Plano,TX,
39-20510-01,  ,Plano,TX,
39-20515-01,  ,Plano,TX,
39-20515-02,  ,Plano,TX,
39-20516-01,  ,Plano,TX,
39-20704-00,  ,Dallas,TX,
39-20749-00,4000 Horizon Way  ,Irving,TX,75063
39-20749-01,4000 Horizon Way  ,Irving,TX,75063
39-20762-00,  ,Phoenix,AZ,
39-20780-00,  ,Lubbock,TX,
39-21104-00,  ,Conroe,TX,
39-21108-00,5 Greenway Plaza  ,Houston,TX,77046
39-21401-01,200 Crescent Court  ,Dallas,TX,75201
39-21401-02,200 Crescent Court  ,Dallas,TX,75201
39-21401-03,200 Crescent Court  ,Dallas,TX,75201
39-21401-04,200 Crescent Court  ,Dallas,TX,75201
39-21401-05,200 Crescent Court  ,Dallas,TX,75201
39-21401-06,200 Crescent Court  ,Dallas,TX,75201
39-21401-07,200 Crescent Court  ,Dallas,TX,75201
39-21401-08,200 Crescent Court  ,Dallas,TX,75201
39-21401-09,200 Crescent Court  ,Dallas,TX,75201
39-21401-10,200 Crescent Court  ,Dallas,TX,75201
39-21401-11,200 Crescent Court  ,Dallas,TX,75201
39-21401-12,200 Crescent Court  ,Dallas,TX,75201
39-21401-13,200 Crescent Court  ,Dallas,TX,75201
39-21401-14,200 Crescent Court  ,Dallas,TX,75201
39-21401-15,200 Crescent Court  ,Dallas,TX,75201
39-21401-16,200 Crescent Court  ,Dallas,TX,75201
39-21401-17,200 Crescent Court  ,Dallas,TX,75201
39-21401-18,200 Crescent Court  ,Dallas,TX,75201
39-21401-19,200 Crescent Court  ,Dallas,TX,75201
39-21401-20,200 Crescent Court  ,Dallas,TX,75201
39-21401-21,200 Crescent Court  ,Dallas,TX,75201
39-21401-22,200 Crescent Court  ,Dallas,TX,75201
39-21401-23,200 Crescent Court  ,Dallas,TX,75201
39-21401-24,200 Crescent Court  ,Dallas,TX,75201
39-21401-25,200 Crescent Court  ,Dallas,TX,75201
39-21401-26,200 Crescent Court  ,Dallas,TX,75201
39-21401-27,200 Crescent Court  ,Dallas,TX,75201
39-21401-28,200 Crescent Court  ,Dallas,TX,75201
39-21401-29,200 Crescent Court  ,Dallas,TX,75201
39-21401-30,200 Crescent Court  ,Dallas,TX,75201
39-21401-31,200 Crescent Court  ,Dallas,TX,75201
39-21401-32,200 Crescent Court  ,Dallas,TX,75201
39-21401-33,200 Crescent Court  ,Dallas,TX,75201
39-21401-34,200 Crescent Court  ,Dallas,TX,75201
39-21401-35,200 Crescent Court  ,Dallas,TX,75201
39-21401-36,200 Crescent Court  ,Dallas,TX,75201
39-21401-37,200 Crescent Court  ,Dallas,TX,75201
39-21401-38,200 Crescent Court  ,Dallas,TX,75201
39-21403-02,200 Crescent Court  ,Dallas,TX,75201
39-21403-13,200 Crescent Court  ,Dallas,TX,75201
39-21403-17,200 Crescent Court  ,Dallas,TX,75201
39-21447-01,4131 N Central Expy  ,Dallas,TX,75204
39-21447-02,4131 N Central Expy  ,Dallas,TX,75204
39-21447-03,4131 N Central Expy  ,Dallas,TX,75204
39-21447-04,4131 N Central Expy  ,Dallas,TX,75204
39-21453-01,3131 McKinney  ,Dallas,TX,
39-21467-01,15770 N Dallas Parkway  ,Dallas,TX,
39-21467-02,15770 N Dallas Parkway  ,Dallas,TX,
39-21467-03,15770 N Dallas Parkway  ,Dallas,TX,
39-21467-04,15770 N Dallas Parkway  ,Dallas,TX,
39-21468-01,15770 N Dallas Parkway  ,Dallas,TX,
39-21472-01,3500 Maple  ,Dallas,TX,
39-21472-02,3500 Maple  ,Dallas,TX,
39-21472-03,3500 Maple  ,Dallas,TX,
39-21505-01,  ,Plano,TX,
39-21515-01,  ,Plano,TX,
39-21515-02,  ,Plano,TX,
39-21515-03,  ,Plano,TX,
39-21515-04,  ,Plano,TX,
39-21516-01,  ,Plano,TX,
39-21516-03,  ,Plano,TX,
39-21516-04,  ,Plano,TX,
39-21535-04,200 Crescent Court  ,Dallas,TX,75201
39-21535-05,200 Crescent Court  ,Dallas,TX,75201
39-21705-00,6303 Cowboys Way  ,Frisco,TX,75034
39-21708-00,600 West 6th street  ,Houston,TX,
39-21711-00,  ,Coppell,TX,
39-21733-00,  ,Austin,TX,
39-60146-00,  ,Dallas,TX,91302
39-60146-99,  ,dallas,TX,
39-94220-32,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-34,  ,Dallas,TX,
39-94220-39,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-40,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-41,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-43,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-45,  ,Fort Worth,TX,76104
39-94220-47,  ,Fort Worth,TX,76104
39-94220-48,  ,Fort Worth,TX,76104
39-94220-49,  ,Allen,TX,
39-94220-50,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-51,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94220-52,  ,Fort Worth,TX,76104
39-94220-54,  ,Fort Worth,TX,76104
39-94220-55,  ,Fort Worth,TX,76104
39-94240-42,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94240-51,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94240-56,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94240-57,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94240-59,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94260-07,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94270-23,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94280-02,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94320-01,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94320-02,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94320-03,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94320-04,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94330-01,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94330-02,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94330-03,"1325 Pennsylvania Ave., Suite 510  ",Fort Worth,TX,76104
39-94330-04,8230 Walnut Hill Lane  ,Dallas,TX,76104
39-94330-05,8440 Walnut Hill Lane  ,Dallas,TX,75231
39-94610-12,5340 Legacy Drive Suite 125 ,Plano,TX,75024
39-94610-13,  ,Richardson,TX,
39-94610-14,1301 W President George Bush Parkway  ,Richardson,TX,
39-94650-10,14001 North Dallas Parkway Suite 1100 ,Dallas,TX,75240
39-94650-29,5415 Legacy Dr  ,Plano,TX,
39-94650-30,  ,Plano,TX,
39-94720-51,3500 Maple  ,Dallas,TX,75219
39-94720-52,  ,Dallas,TX,75219
39-94730-03,3710 Rawlins Suite 1100 ,Dallas,TX,75219
39-94730-06,  ,Dallas,TX,
39-94730-07,1717 McKinney  ,Dallas,TX,
39-94730-08,1717 McKinney  ,Dallas,TX,75219
39-94730-09,3710 Rawlins Suite 1100 ,Dallas,TX,75219
39-94740-01,14675 Dallas Parkway Suite 600 ,Dallas,TX,75254
39-95000-53,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-56,  ,Dallas,TX,75231
39-95000-58,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-59,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-60,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-61,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-62,8750 N Central Expressway  ,Dallas,TX,75231
39-95000-63,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-64,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-65,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-66,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-67,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-68,"8750 N. Central Expressway, Suite 905  ",Dallas,TX,75231
39-95000-69,8750 NCX  ,Dallas,TX,75231
39-95200-06,  ,Dallas,TX,75204
39-95200-08,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-95200-09,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-95200-10,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-95200-12,  ,Dallas,TX,75204
39-95300-14,  ,Dallas,TX,75205
39-95300-15,"25 Highland Park Village, Suite 100-364  ",Dallas,TX,75205
39-95320-01,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-02,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-03,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-04,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-05,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-06,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-07,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-08,2700 Research Forest  ,Plano,TX,
39-95320-09,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-10,2700 Research Forest  ,Plano,TX,
39-95320-11,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-12,2700 Research Forest  ,Plano,TX,
39-95320-13,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-14,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-15,"1100 Meredith Lane, Suite 1013  ",Plano,TX,75093
39-95320-16,2700 Research Forest  ,Plano,TX,75093
39-95370-47,  ,Irvin g,TX,30326
39-95370-48,  ,Irving,TX,30326
39-95548-03,  ,Dallas,TX,55416
39-95548-14,"1445 Ross Ave., Ste 4975  ",Dallas,TX,75202
39-95548-31,  ,Dallas,TX,75243
39-95548-42,  ,Dallas,TX,75231
39-95548-43,  ,Houston,TX,77056
39-95548-44,"200 Crescent Court, Suite 1030  ",Dallas,TX,75201
39-95548-45,  ,Southlake,TX,76092
39-95548-46,Legacy VII  ,Plano,TX,
39-95548-47,  ,dallas,TX,92612
39-95548-48,604 Main Street  ,Ft Worth,TX,
39-95548-52,  ,Dallas,TX,28234
39-95548-53,2200 Ross Avenue Suite 5400 ,Dallas,TX,75201
39-95548-55,  ,Plano,TX,
39-95548-56,  ,Dallas,TX,
39-95548-57,  ,Dallas,TX,
39-96000-06,  ,Dallas,TX,75243
39-96400-07,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-20,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-21,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-24,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-25,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-28,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-29,5601 Granite Parkway  ,Plano,TX,75024
39-96400-33,5601 Granite Parkway  ,Plano,TX,75024
39-96400-34,5601 Granite Parkway  ,Plano,TX,75024
39-96400-35,5601 Granite Parkway  ,Plano,TX,75024
39-96400-36,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-37,5601 Granite Parkway  ,Plano,TX,75024
39-96400-38,5601 Granite Parkway  ,Plano,TX,75024
39-96400-39,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96400-40,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-15,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-17,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-18,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-19,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-20,3333 Lee Parkway  ,Plano,TX,75024
39-96413-21,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96413-22,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-72,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-75,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-76,5601 Granite Parkway  ,Plano,TX,75024
39-96524-77,Granite Park I Suite 750 ,Plano,TX,75024
39-96524-79,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-80,Granite Park I  ,Plano,TX,75024
39-96524-81,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-82,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-83,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-84,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-85,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-86,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96524-87,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-30,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-32,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-36,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-42,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-43,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-44,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-45,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-46,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-47,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96533-48,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-52,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-61,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-73,5601 Granite Parkway  ,Plano,TX,75024
39-96542-74,5601 Granite Parkway  ,Plano,TX,75024
39-96542-75,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-78,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-79,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-80,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-81,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96542-82,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96700-33,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96700-43,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96700-46,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96700-51,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96700-52,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96710-30,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96710-31,  ,Plano,TX,
39-96720-41,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96720-42,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96720-43,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96730-21,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-02,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-03,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-04,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-05,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-06,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-07,5601 Granite Parkway  ,Plano,TX,75024
39-96750-08,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-09,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-10,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-11,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-12,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-13,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-14,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-15,5601 Granite Parkway  ,Plano,TX,75024
39-96750-16,5601 Granite Parkway  ,Plano,TX,75024
39-96750-17,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-18,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-19,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-20,5601 Granite Parkway Suite 800 ,Plano,TX,75024
39-96750-22,  ,Plano,TX,
39-96803-57,777 Main  ,Fort Worth,TX,76102
39-96803-58,777 Main  ,Fort Worth,TX,76102
39-96803-59,  ,Fort Worth,TX,76102
39-96803-60,"Attn: Accounts Payable 777 Main Street, Suite C-50 ",Fort Worth,TX,76102
39-96803-61,"Attn: Accounts Payable 777 Main Street, Suite C-50 ",Fort Worth,TX,76102
39-96803-62,  ,Fort Worth,TX,76102
39-96803-63,  ,Fort Worth,TX,76102
39-96803-64,  ,Fort Worth,TX,76102
39-96803-65,"Attn: Accounts Payable 777 Main Street, Suite C-50 ",Fort Worth,TX,76102
39-96803-66,  ,Fort Worth,TX,76102
39-96803-67,  ,Fort Worth,TX,76102
39-96803-68,777 Main  ,Fort Worth,TX,76102
39-96803-69,777 Main  ,Fort Worth,TX,76102
39-96803-70,  ,Fort Worth,TX,76102
39-96803-71,  ,Fort Worth,TX,76102
39-96900-02,  ,Dallas,TX,75201
39-96900-03,2323 Ross Ave  ,Dallas,TX,75201
39-97001-61,"4055 Valley View Lane, Suite 120  ",Dallas,TX,75244
39-97001-65,  ,Dallas,TX,75244
39-97001-66,"4055 Valley View Lane, Suite 120  ",Dallas,TX,75244
39-97001-67,"4055 Valley View Lane, Suite 120  ",Dallas,TX,75244
39-97050-05,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-15,  ,DAllas,TX,90017
39-97050-16,  ,Dallas,TX,90017
39-97050-19,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-25,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-26,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-27,  ,Dallas,TX,90017
39-97050-29,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-30,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-31,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-32,  ,Dallas,TX,90017
39-97050-33,  ,Dallas,TX,90017
39-97050-34,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97050-35,  ,Dallas,TX,90017
39-97102-85,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97102-87,  ,Dallas,TX,90017
39-97102-90,3131 McKinney  ,Dallas,TX,
39-97102-91,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97102-92,  ,Dallas,TX,90017
39-97102-93,  ,Dallasw,TX,90017
39-97102-94,  ,Dallas,TX,90017
39-97102-95,3131 McKinney  ,Dallas,TX,
39-97112-90,  ,Dallas,TX,75204
39-97112-94,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-97112-95,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-97112-96,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-97112-97,  ,Dallas,TX,75204
39-97112-98,3131 McKinney Avenue Suite 530 ,Dallas,TX,75204
39-97112-99,  ,Dallas,TX,75204
39-97180-03,  ,Dallas,TX,90017
39-97180-06,"915 Wilshire Blve., Ste. 950  ",Los Angeles,CA,90017
39-97180-07,  ,Dallas,TX,90017
39-97180-08,  ,Dallas,TX,90017
39-97200-30,  ,Addison,TX,75001
39-97200-31,"Attn:  Ms. Laurie Rowland 16633 Dallas Parkway, Suite 200 ",Addison,TX,75001
39-97200-33,"Attn:  Ms. Laurie Rowland 16633 Dallas Parkway, Suite 200 ",Addison,TX,75001
39-97310-35,"5956 Sherry Lane, Suite 502  ",Dallas,TX,75225
39-97310-37,  ,Dallas,TX,75225
39-97611-06,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97611-07,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97611-08,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97611-09,  ,Irving,TX,75039
39-97620-01,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97620-02,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97620-03,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97630-01,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97630-02,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97630-03,  ,Irving,TX,75039
39-97630-04,220 E. Las Colinas Blvd. Suite 130C ,Irving,TX,75039
39-97810-57,  ,Dallas,TX,11802-7520
39-97810-58,P O Box 7520  ,Hicksville,NY,11802-7520
39-98000-09,"3333 Welborn St., Suite 300  ",Dallas,TX,75219
39-98000-10,"3333 Welborn St., Suite 300  ",Dallas,TX,75219
39-98000-11,"3333 Welborn St., Suite 300  ",Dallas,TX,75219
39-98000-12,"3333 Welborn St., Suite 300  ",Dallas,TX,75219
39-98210-01,"3500 Maple Ave., Suite 1600  ",Dallas,TX,75219
39-98210-02,"3500 Maple Ave., Suite 1600  ",Dallas,TX,75219
39-98220-01,"3500 Maple Avenue, Suite 1600  ",Dallas,TX,75219
39-98220-02,Preston  ,Dallas,TX,75219
39-98220-03,"3500 Maple Avenue, Suite 1600  ",Dallas,TX,75219
39-98250-01,"2140 Hall Johnson Road, Suite 349  ",Grapevine,TX,76051
39-98300-66,  ,Dallas,TX,75254
39-98300-74,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-78,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-81,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-84,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-86,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-87,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-88,"14651 N Dallas Parkway, Suite 150  ",Addison,TX,75254
39-98300-89,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-90,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98300-91,14651 North Dallas Parkway Suite 150 ,Dallas,TX,75254
39-98310-01,7200 W University Drive  ,McKinney,TX,
39-98310-02,7200 W University  ,McKinney,TX,75254
39-98310-03,7200 W University  ,McKinney,TX,
39-98500-10,  ,Dallas,TX,75230
39-98500-18,  ,Dallas,TX,75230
39-98510-11,  ,Dallas,TX,75230
39-99300-42,  ,Dallas,TX,
39-99300-50,  ,Dallas,TX,
39-99300-52,  ,Dallas,TX,
39-99498-03,  ,Dallas,TX,
39-99498-43,  ,Dallas,TX,
39-99498-49,  ,Dallas,TX,
39-99498-52,  ,Dallas,TX,
39-99498-53,  ,Dallas,TX,
39-99498-58,  ,Dallas,TX,
39-99498-66,  ,Dallas,TX,
40-00001-70,614 West Superior Street  ,Alma,MI,48801
40-00001-71,2001 South Summit Avenue  ,Sioux Falls,SD,57197
40-00001-72,1020 Hwy 15 South  ,Hutchinson,MN,55350
40-00001-73,  ,Huntington Beach,CA,92647
40-00001-74,  ,Bloomington,MN,
40-00001-75,14600 Minnetonka Boulevard  ,Minnetonka,MN,55345
40-00001-76,One DeLaSalle Drive  ,Minneapolis,MN,55401
40-00001-77,9100 93rd Avenue North  ,Brooklyn Center,MN,55455
40-00001-78,1250 West Broadway Avenue  ,Minneapolis,MN,55411
40-00001-79,200 4th St SW  ,Forest Lake,MN,55025
40-00001-80,21395 Goodview Avenue North  ,Forest Lake,MN,55025
40-00001-81,802 East Central Entrance  ,Duluth,MN,55811
40-00001-82,800 East 21st Street  ,Hibbing,MN,55746
40-00001-83,1835 Osauka Rd  ,Sauk Rapids,MN,56379
40-00001-84,1006 West Lake Street  ,Minneapolis,MN,55408
40-00001-85,2805 Charles Bryan Road  ,Memphis,TN,38134
40-00001-86,14800 East Belleview Drive  ,Aurora,CO,80015
40-00001-87,1011 Cloverleaf Parkway  ,Blaine,MN,55434
40-00001-88,  ,Port Royal,SC,
40-00001-89,1718 Orange Avenue  ,Huntington Beach,CA,92648
40-00001-90,510 Sibley Street  ,St Paul,MN,55101
40-00001-91,South Robert Street  ,West St Paul,MN,
40-00001-92,157 West 3rd St  ,Winona,MN,55987
40-00001-93,7255 Guider Drive  ,Woodbury,MN,
40-00001-94,Travelers Trail  ,Burnsville,MN,55337
40-00001-95,211 E 7th Street  ,St Paul,MN,
40-00001-96,  ,Grand Forks,ND,
40-00001-97,  ,Savannah,GA,
40-00002-01,392 County Road 50  ,Avon,MN,56310
40-00002-02,392 County Road 50  ,Avon,MN,56310
40-00002-03,"17 Washington Avenue North, Suite 300  ",Minneapolis,MN,55401
40-00002-06,"80 South 8th Street, Suite 500  ",Minneapolis,MN,55402
40-00002-07,"300 South 6th Street, A Level  ",Minneapolis,MN,55487
40-00002-08,1001 Plymouth Avenue N  ,Minneapolis,MN,55411
40-00002-09,380 St. Peter Street  ,St. Paul,MN,55102
40-00002-11,"8300 Norman Center Drive, Suite 1000  ",Bloomington,MN,55437
40-00002-13,"10590 Wayzata Blvd, Suite 200  ",Minnetonka,MN,55305
40-00002-14,"800 Washington Avenue N, Suite 703  ",Minneapolis,MN,55401
40-00002-15,600 N 1st Avenue  ,Minneapolis,MN,55403
40-00002-16,420 SE 23rd Avenue  ,Minneapolis,MN,55455
40-00002-17,500 NE Stinson Blvd  ,Minneapolis,MN,55413
40-00002-18,"801 Nicollet Mall, Suite 2000  ",Minneapolis,MN,55402
40-00002-19,326 SE 17th Avenue  ,Minneapolis,MN,55414
