Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Concentrate (Hard Focus),Ideate (Soft Focus),Collaborate,Learn,Socialize,Restore,Circulate, Other,Other - Text,"At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Concentrate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Ideate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Collaborate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Learn","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Socialize","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Restore","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Circulate","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other","At the beginning of full-time remote, some employees felt like work was manageable or even better when working from home, while others felt like it was still best done in the office. We know you've learned a lot and probably changed your mind about a few things. So with today's perspective: what goes well at home vs. in the office? Check as many as fell right; it's OK if some Modes go well in both spaces or if some Modes don't go well in either. - Other - Text","For anything you indicated is best when you're working from home, please share more about why you think that is. We'd love to hear specifics if you want to share them.","For anything you indicated is best when you're in the office, please share more about why you think that is. We'd love to hear specifics if you want to share them."
5/4/2021 14:07,5/4/2021 14:15,IP Address,192.107.245.100,100,514,True,5/4/2021 14:15,R_3h5BSCqduJIJN2u,,,,,44.82899475,-93.32189941,anonymous,EN,15,20,40,5,10,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Best when WFH,Best when WFH,?,"Less noise and distractions allow me to concentrate. Restore/Circulate: more flexibility to work out, run an errand over lunch, etc.  I prefer to do some of things things in the comfort of my own home. ","Collaborating w/others is doable over the internet, but it can be difficult when multiple people want to speak. Some keep cameras off (which I don't like), and some people are camera shy versus in-person."
5/4/2021 14:06,5/4/2021 14:15,IP Address,107.2.116.209,100,538,True,5/4/2021 14:15,R_1pzi6BtI9sdb0CK,,,,,44.91140747,-93.4897995,anonymous,EN,50,20,15,10,3,1,1,0,,Best when working in the office,Best when working in the office,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,Goes well for me in both locations,,I think I'm more likely to get up and take a walk when working from home.,"I find that it's easier to ideate and collaborate in person (in office) rather than attempting to use audio/video resources.  It just seems more efficient to walk over to a co-worker's desk than it does to call them, load Jabber screen-sharing, and trying to work through a problem."
5/4/2021 14:08,5/4/2021 14:15,IP Address,140.186.234.96,100,406,True,5/4/2021 14:15,R_1Kx7KvjeW763ayk,,,,,45.26800537,-92.97429657,anonymous,EN,40,0,40,0,5,10,5,0,,Struggling with this in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Goes well for me in both locations,,,I socialize better in person at the office when I can be face to face
5/4/2021 14:06,5/4/2021 14:15,IP Address,192.107.245.100,100,546,True,5/4/2021 14:15,R_0olVC8PyBMX1ysV,,,,,44.82899475,-93.32189941,anonymous,EN,45,15,15,10,5,5,5,0,,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,,,The ease of being able to step away/go to the gym etc..,"I currently do not have a great home office set up, so ""concentrate"" can sometimes be easier in the office as I have everything I need right there."
5/4/2021 14:07,5/4/2021 14:16,IP Address,192.107.245.100,100,565,True,5/4/2021 14:16,R_2VQEWmhWrCtBGQC,,,,,44.82899475,-93.32189941,anonymous,EN,40,15,25,5,5,5,5,0,,Best when WFH,Best when working in the office,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,"concentrating on a computer without distractions can be done best at home.    Also,  just able to relax for a few minutes by reading a book or taking a walk can be best done at home.",Most things that require interaction with another person is best done in the office and in person.    Virtual meetings are not the same for these types of activities. 
5/4/2021 14:09,5/4/2021 14:16,IP Address,192.107.245.100,100,448,True,5/4/2021 14:16,R_24tH02anIlemKJK,,,,,44.82899475,-93.32189941,anonymous,EN,35,20,20,0,5,10,10,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,,"Freedom to walk away and clean my head or run an arrant, then come back and finish working",Face to face socializing will always be best.
5/4/2021 14:07,5/4/2021 14:16,IP Address,192.107.245.100,100,586,True,5/4/2021 14:16,R_2uNFx4pNOI1965t,,,,,44.82899475,-93.32189941,anonymous,EN,35,25,25,10,2,2,1,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Struggling with this in both locations,,N/A,When working from home I can go for a walk with my dogs when I need to step out and take a break. ,More opportunity to bump into others in the office so you don't have to actively seek people out to be social 
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,662,True,5/4/2021 14:17,R_2E3MKBIhJ4KLcZS,,,,,44.82899475,-93.32189941,anonymous,EN,40,20,15,5,5,10,5,0,,Best when WFH,Best when WFH,Best when working in the office,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when WFH,,,"I think it's just easier to concentrate and not get distracted.  Sometimes, I can be very focused and someone might come by to talk to me during that period.  Generally, that's not an issue at home.  Also, when I look back at being at work,  I seem to get distracted fairly easily even just by noises, or someone walking by.  ","I work on a small team and when we were in the office, we would collaborate a lot on whiteboard, unscheduled.  It's just me and one other person that do the same kind of work in the entire company.  Also, the socializing only seems to happen now at the beginning or ending of meetings.  At the office, there was more unscheduled time to socialize.  I know some folks do some remote meetings just to socialize about non work related items.  That hasn't happen a lot with me, maybe no one likes me? ;)  .  "
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,653,True,5/4/2021 14:17,R_3033IzzfY5gMQjz,,,,,44.82899475,-93.32189941,anonymous,EN,30,18,21,8,7,8,8,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Struggling with this in both locations,Best when working in the office,Best when working in the office,,,,"Just feel collaboration in person is better/easier.  Access to white boards, ability to walk over and ask a question (yes, you can call today).  I guess I feel with the gym at work it was easier to restore.  I also liked to circulate down the aisles and check in with all of my reports.  That is tougher to do when calling everyone."
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,639,True,5/4/2021 14:17,R_VUPxvAIHM4KSnZv,,,,,44.82899475,-93.32189941,anonymous,EN,39,20,20,9,5,5,2,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,,,I think it is best to concentrate and restore while working from home because there are less distractions. ,It is easier to collaborate and socialize while in the office because it is very easy to stop by a coworkers desk to ask a question or talk about a claim than it is to call or set up a meeting.
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,675,True,5/4/2021 14:17,R_1QlRQU93MmgKYdj,,,,,44.82899475,-93.32189941,anonymous,EN,35,10,25,10,3,10,7,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,I have the comforts of home which are comfortable and more accessible. ,It is much easier to do those activities where there are a number of people available to spend time with. 
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,703,True,5/4/2021 14:17,R_PCEQUt7tHGq6YkV,,,,,44.82899475,-93.32189941,anonymous,EN,30,20,10,10,10,10,10,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,,,"I feel for me there are less distractions. I focus more easily and get more accomplished. I do also feel some things could be handled more efficiently in a office setting. Learning or asking questions face to face would be more efficient. It can be accomplished at home but, may take longer.",
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,668,True,5/4/2021 14:17,R_3Hq4SqHdDytsGyx,,,,,44.82899475,-93.32189941,anonymous,EN,40,10,17,12,5,8,8,0,,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,,,I feel more comfortable getting up at home and stretching or going for a walk. It is more relaxing and easier to find a quite place to restore.  ,
5/4/2021 14:06,5/4/2021 14:17,IP Address,192.107.245.100,100,677,True,5/4/2021 14:17,R_3RlynneFZP4REiG,,,,,44.82899475,-93.32189941,anonymous,EN,50,15,10,15,5,5,0,0,NA,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when working in the office,Best when working in the office,Best when working in the office,,NA,"I do technical audits and in the office I'd find that I would get exhausted doing them..to the point I would need to get up and walk the stairs.  At home it is much easier to focus and give the process the attention it deserves.  

I run claim meetings for 60 to 70 people.  These are largely one-way affairs where a few of us our presenting and everyone else is listening.  There may be one or two questions a meeting (in fact, I find there are more questions remote versus in person.)  I think folks focus better in the remote world versus in-person.  I think of this also in terms or the large training room space.  Will that be needed in the future?",I miss seeing people and I miss working out (which I did almost daily when in the office.)  Relationships are better if there is some in-person time.
5/4/2021 14:13,5/4/2021 14:18,IP Address,192.107.245.100,100,281,True,5/4/2021 14:18,R_1BXBrpoGJ4TMeG2,,,,,44.82899475,-93.32189941,anonymous,EN,35,20,15,15,5,5,5,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Best when WFH,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,,I find it easier to focus without the distractions of an open office.  ,"Socialization seems to work best in person, online tools aren't a good substitute"
5/4/2021 14:06,5/4/2021 14:18,IP Address,192.107.245.100,100,721,True,5/4/2021 14:18,R_recT8VkaMriD77r,,,,,44.82899475,-93.32189941,anonymous,EN,60,10,10,5,5,5,5,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,,n/a,I can control my environment better from home.  My environment is suited to my liking/comfort/needs.  I am less distracted by others' conversations and less worried about others overhearing my own.  I feel better able to work at my best pace/time- if I want to keep working when I'm on a roll or close to a deadline- it's much easier & more comfortable to do so from home.  ,n/a
5/4/2021 14:06,5/4/2021 14:18,IP Address,68.46.81.178,100,757,True,5/4/2021 14:18,R_3iW2q6Am6LwloLP,,,,,45.11839294,-93.34609985,anonymous,EN,40,20,15,10,5,5,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,N/A,"There are fewer interruptions at home when I need to concentrate. People don't stop over at my desk to ask a question and I get fewer phone calls (email interrupts whether I'm at home or work). Because there are generally fewer interruptions at home, it's easier to have deeper concentration when working from home. I also find it easier to take restorative breaks at home vs. in the office. There is just too much going on in the office at any given time to take the time to restore. ","Socialization is obviously much easier in the office. You bump into people you don't necessarily have meetings with, you can meet for lunch or take a walk together, and it's easy to have side chats at our desks with co-workers who work around us. True collaborative work is also better served in the office when you can be in the same room, read body language and have more banter back and forth without talking over one another in a GoToMeeting. "
5/4/2021 14:06,5/4/2021 14:18,IP Address,192.107.245.100,100,726,True,5/4/2021 14:19,R_21gp8DaUYU0CSq1,,,,,44.82899475,-93.32189941,anonymous,EN,30,30,30,3,3,2,2,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Healthy habits,"At the office when i needed to concentrate, I would need to close my office door, or prior to that use noise cancelling headphones to create space for concentration, or schedule a conference room. I can make myself unavailable in jabber, email, unplug my phone if i really need that level of concentration in the WFH environment. 
Restore- I have set up a home office, my pets are always good ways to relax myself if i am stressed or i can watch netflix over lunch if i want.
Other- Healthy habits- I eat better working from home. I do not temp myself with junk food like i am able to get out of the vending machine or at isabella's. Door dash is still an option, but it takes more work than it did to just go down to isabellas. What can i say, no discipline there. :-) ","I moved around more at work... takes a few steps to get to some of those meeting rooms :-) 
No in person activities eliminated alot of opportunities to socialize... lunch, pickleball, walking partners, bags, etc. "
5/4/2021 14:07,5/4/2021 14:18,IP Address,73.185.132.22,100,659,True,5/4/2021 14:19,R_28FLekbTqtosQaZ,,,,,44.86959839,-93.32659912,anonymous,EN,60,10,10,5,5,5,5,0,,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,,,"I like to be able to exercise, run, walk or yoga at lunch time. This works best for me at home. ","Socializing with others outside my team is best in the office, the chance meetings and mixing of groups happen this way. I don't mind online meetings but I feel if you are over 5 people it is hard to manage the conversation on-line. "
5/4/2021 14:06,5/4/2021 14:19,IP Address,192.107.245.100,100,751,True,5/4/2021 14:19,R_3lSp0i4Ecnjs1ik,,,,,44.82899475,-93.32189941,anonymous,EN,25,20,10,15,10,10,10,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,,"I am on the phone a lot, there are less distractions at home.  It is easier to restore at home and step away for a few minutes.",Easier to socialize in the office 
5/4/2021 14:06,5/4/2021 14:19,IP Address,192.107.245.100,100,772,True,5/4/2021 14:19,R_3jVgVaBZiMTTJfN,,,,,44.82899475,-93.32189941,anonymous,EN,25,20,20,15,10,5,5,0,,Best when WFH,Best when WFH,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,Best when WFH,Goes well for me in both locations,Best when WFH,,"I do not have near as many interruptions and can get a task done without stopping.  In the office people walk by and stop to chat, groups waiting for conference rooms etc can be noisy.  It is also easier to review literature, medical articles when  I am not interrupted.  I the office I tend to eat at my desk and not take breaks, at home a break might be letting the dog out and I do get away from my desk for lunch now.  ",There are people that I have not talked to in a year now that I would have bumped into in the  office. But I think overall everyone has been good about asking how everyone else is doing since work from home started. 
5/4/2021 14:06,5/4/2021 14:19,IP Address,192.107.245.100,100,816,True,5/4/2021 14:19,R_3lS7UIFzZRc3Aeo,,,,,44.82899475,-93.32189941,anonymous,EN,63,6,6,13,4,6,2,0,,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when WFH,,n/a,Restore and Circulate:  It's easier at home to get away from the screen when at home and there are more places to retreat.,"Concentrate:  I find it's easier to have zero distractions in the office. I can ignore others' needs better when in the office, hence feeling more focused.  
Socialize:  Spontaneous contact is obviously better in the office. "
5/4/2021 14:06,5/4/2021 14:20,IP Address,192.107.245.100,100,847,True,5/4/2021 14:20,R_3oZnNVqaWzpptn7,,,,,44.82899475,-93.32189941,anonymous,EN,50,15,15,11,5,2,2,0,,Best when WFH,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Goes well for me in both locations,n/a,I can control the noise and distractions when at home for the most part.  This is the part of my role that I would do at the end of the day after most staff had left. This is one reason why I work longer hours and on the weekends.,"Doing meetings and such virtually does work, but it is less taxing when you can meet and do this in person and get away from the computer screens."
5/4/2021 14:11,5/4/2021 14:20,IP Address,75.73.99.181,100,514,True,5/4/2021 14:20,R_2rA3FGGK4iluJDH,,,,,44.83279419,-93.43959808,anonymous,EN,50,10,20,15,0,0,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,Best when WFH,Best when WFH,,,I can close a door to outside distractions. I can lay down In a dark room when I need to restore.,I like to meet in person with team members when collaborating.... the ideas are more spontaneous and easier to bounce ideas off each other.
5/4/2021 14:06,5/4/2021 14:21,IP Address,192.107.245.100,100,894,True,5/4/2021 14:21,R_Cl5VG0991cyuoaR,,,,,44.82899475,-93.32189941,anonymous,EN,20,10,25,20,10,5,10,0,n/a,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Goes well for me in both locations,Best when WFH,Best when working in the office,,n/a,"I am able to concentrate better at home without the distractions of other conversations around me of co-workers standing by my desk or others on the phone. It is quiet at home where I can concentrate. I have been able to attend more seminars at home (more seminars have been offered virtually this past year) than when I was in the office. I would have to leave for most seminars (drive to the location - sit thru the seminar and then drive back to the office or drive home). Now, I can just log in and listen to the seminar and not be away from my desk as much. I also feel this is much better as more people are able to attend vs only a handful previously. I am able to get up when I want at home vs being in the office, I had to eat breakfast and lunch at specific times where now I can eat when I want, take a break when I want vs feeling like I could only take lunches/breaks at certain times in the office. I feel more relaxed at home and not so stressed. ","The one thing I am lacking is the communication between co-workers, listening to others on the phone and that daily learning from others. The other thing is working from home, I don't get up often like I used to. I would walk on breaks at work to get away and get in some exercise. At home, I log in before my start time, I am usually working after my quitting time and not getting up during the day as much as I should. I miss seeing other people from other departments. I do enjoy working from home as opposed to the office, but miss the interactions. Having monthly team meetings in the office (when allowed) would be helpful, I think or every other month. "
5/4/2021 14:06,5/4/2021 14:23,IP Address,192.107.245.100,100,1013,True,5/4/2021 14:23,R_1IaUUpWEctzIuVk,,,,,44.82899475,-93.32189941,anonymous,EN,50,12,12,10,5,6,5,0,na,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,Goes well for me in both locations,nothing ,this year was extremely healthy for me from eating better making time to be healthy and also just some family pieces made it easier to deal with ,talking to people seeing their body language
5/4/2021 14:06,5/4/2021 14:23,IP Address,192.107.245.100,100,980,True,5/4/2021 14:23,R_3nVrNzVsJuIlY0i,,,,,44.82899475,-93.32189941,anonymous,EN,30,20,10,10,5,20,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Goes well for me in both locations,Best when WFH,NA,"I had a lot of interruptions while in the office and it was hard to focus or be on phone calls when distracted. I can concentrate better on learning when I am at home so I can focus. I love being at home to walk my dad, participate in yoga, meditation, stepping outside, etc.","It is easier to socialize with co-workers when you see them face to face and not just on video.  Also, video meetings/roundtables work, but there are times when they would work better in person due to others maybe not having the best technology or internet connection. "
5/4/2021 14:06,5/4/2021 14:23,IP Address,192.107.245.100,100,1060,True,5/4/2021 14:23,R_2YVVuio3NwwSb7n,,,,,44.82899475,-93.32189941,anonymous,EN,50,10,20,10,5,5,0,0,,Best when WFH,Best when working in the office,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Best when working in the office,,,"I currently concentrate best when WFH, but that's partly because of interruptions when in the office.  If there was a way to be in a space that made interruptions less frequent (i.e., where you can close a door and not be interrupted), I could do better in the office especially because being in the office makes it easier to take mental breaks and chat with others.  I also find it very valuable to have full computer set up (i.e., a keyboard and two monitors) for my concentration work which often involves multiple spreadsheets or programming.  A workspace that does not have monitors/keyboard available (i.e., you are in a private space but have to work off your laptop) is not very helpful.","It is great to collaborate with people face to face, see their body language and it makes it easier to socialize with each other."
5/4/2021 14:06,5/4/2021 14:26,IP Address,192.107.245.100,100,1199,True,5/4/2021 14:26,R_XoZV8yHSv1XYT8R,,,,,44.82899475,-93.32189941,anonymous,EN,40,12,13,10,12,8,5,0,,Best when WFH,Goes well for me in both locations,Best when working in the office,Best when WFH,Best when working in the office,Best when WFH,Best when WFH,Best when WFH,NA,"I am able to closely focus on my work without distractions from other employees, office noise, etc. I am also able to focus on learning initiatives while working from home. ","Collaboration is much easier done in the office! My feelings are based on human interaction including emotions, vibes, and feelings while discussing work related and non work related items. "
5/4/2021 14:06,5/4/2021 14:36,IP Address,207.153.20.194,100,1834,True,5/4/2021 14:36,R_UEnLLRKquKDTfnH,,,,,44.94020081,-93.21880341,anonymous,EN,61,16,12,5,3,3,0,0,n/a,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Best when working in the office,Best when WFH,Best when working in the office,,n/a,"Concentrate: More control over my environment; Ideate: My home is more casual and inspiring than my cube, I just feel more free and ideas come more easily.; Collaborate: A lot of the collaboration I do involves interfaces, and so the screen sharing with everyone having a screen right in front of them is really helpful. This just never worked as well in a conference room. I also like that everyone is on a level playing field when we're all virtual. In meetings where just one or two are remote and everyone else is in the physical room, the remote folks often got forgotten and left out of the conversation.; Learn: Most of my learning is through webinars, so just easier not to have to worry about wearing headphones so I don't annoy the person next to me.; Restore: Over lunch, I love to go for a walk along the creek near my house and see the ducks and be surrounded by nature. I also like that I can run downstairs and do just a quick 10-minute workout without even having to change clothes, just to get my blood moving a little and give my mind a break. It's just a little quicker and easier at home, and I have more options.",These are probably obvious things. I do think that socializing works better in person when possible. Circulation doesn't really seem like an option when working from home unless I'm misunderstanding the concept.
5/4/2021 14:08,5/4/2021 14:39,IP Address,192.107.245.100,100,1830,True,5/4/2021 14:39,R_ZLh01upIOUkPnsB,,,,,44.82899475,-93.32189941,anonymous,EN,40,29,15,5,1,5,5,0,,Best when working in the office,Goes well for me in both locations,Goes well for me in both locations,Best when WFH,Best when WFH,Best when WFH,Best when WFH,Best when WFH,,"I feel like before covid happened I was more easily distracted. I answer phones all day. The small talk, laughing, whispering from co workers in the back ground would distract me. I am the main person on the phones from the team so I guess I was more distracted from the background noise/talking. And when it was quite since I am on the phones most of the day I felt like I was talking loud because again I am the main person on the phone. I enjoy working now both at home and primarily at the office myself where it is quite. I prefer the quite atmosphere because I feel like I can think clearer and concentrate.",I would say anything in the office now. With the work change everyone working from home but I am able to come in the office. I work in a quite area. I am not distracted by people talking or people walking back in fourth behind me. I enjoy working in a quite peaceful area. 
