,NameFilter,RoomModelId,ProjectName,RoomId,RoomName,Name2,Cluster,Label,Label2
9084,office,-1547892691,MGC Law,-1547892691:3262773,OFFICE,office,a23,office desks desk,Generic office
9085,office,1014653942,FINANCE OF AMERICA,1014653942:4127982,OFFICE,office,a23,office desks desk,Generic office
9086,office,-352043833,USAA CO3E RENOVATION,-352043833:2522292,OFFICE-TORBEN,office torben,a23,office desks desk,Junk
9087,office,1014653942,FINANCE OF AMERICA,1014653942:4128012,OFFICE,office,a23,office desks desk,Generic office
9088,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2526493,OFFICE,office,a23,office desks desk,Generic office
9089,office,1492662939,STUDENT SERVICES COMPLEX,1492662939:4530137,OFFICE,office,a23,office desks desk,Generic office
9090,office,2010910116,BLATTNER ENERGY OFFICE EXPANSION,2010910116:3939164,OFFICE,office,a23,office desks desk,Generic office
9091,office,1489367405,Zoll Data Systems,1489367405:2646385,OFFICE,office,a23,office desks desk,Generic office
9092,office,-1708409347,WELLS FARGO NORTH PHOENIX RESTACK,-1708409347:2994355,OFFICE,office,a23,office desks desk,Generic office
9093,office,625050301,MGC Law,625050301:3262987,OFFICE,office,a23,office desks desk,Generic office
9094,office,1492662939,STUDENT SERVICES COMPLEX,1492662939:4442710,OFFICE,office,a23,office desks desk,Generic office
9095,office,625050301,MGC Law,625050301:3469979,OFFICE,office,a23,office desks desk,Generic office
9096,office,625050301,MGC Law,625050301:3469935,OFFICE,office,a23,office desks desk,Generic office
9097,office,625050301,MGC Law,625050301:4251117,OFFICE,office,a23,office desks desk,Generic office
9098,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2857432,OFFICE,office,a23,office desks desk,Generic office
9100,office,-1130257448,MGC Law,-1130257448:3303921,OFFICE,office,a23,office desks desk,Generic office
9101,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:2993614,OFFICE,office,a23,office desks desk,Generic office
9102,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:3331130,OFFICE,office,a23,office desks desk,Generic office
9103,office,-1060345763,USAA CO3E RENOVATION,-1060345763:1894108,OFFICE,office,a23,office desks desk,Generic office
9104,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2891843,OFFICE,office,a23,office desks desk,Generic office
9105,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:3348281,OFFICE,office,a23,office desks desk,Generic office
9107,office,-2061083730,DTSS,-2061083730:6218084,OFFICE,office,a23,office desks desk,Generic office
9108,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2772341,OFFICE,office,a23,office desks desk,Generic office
9109,office,2010910116,BLATTNER ENERGY OFFICE EXPANSION,2010910116:4092626,OFFICE,office,a23,office desks desk,Generic office
9110,office,1489367405,Zoll Data Systems,1489367405:2107844,OFFICE,office,a23,office desks desk,Generic office
9111,office,518742515,FINANCE OF AMERICA,518742515:4222319,OFFICE,office,a23,office desks desk,Generic office
9112,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2926532,OFFICE,office,a23,office desks desk,Generic office
9113,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:3970143,OFFICE,office,a23,office desks desk,Generic office
9114,office,-707004497,Wells Fargo Center,-707004497:2642591,OFFICE,office,a23,office desks desk,Generic office
9115,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:2994337,OFFICE,office,a23,office desks desk,Generic office
9116,office,-707004497,Wells Fargo Center,-707004497:2642581,OFFICE,office,a23,office desks desk,Generic office
9117,office,1349337925,RivCo-CAC 10th Floor Renovation,1349337925:3743705,OFFICE,office,a23,office desks desk,Generic office
9118,office,-327458645,JAYHAWK - NORTH BUILDING,-327458645:2784193,OFFICE,office,a23,office desks desk,Generic office
9119,office,625050301,MGC Law,625050301:4239778,OFFICE,office,a23,office desks desk,Generic office
9120,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2776466,OFFICE,office,a23,office desks desk,Generic office
9121,office,1811016300,DLR Library Justice + Civic - Detention,1811016300:2714785,OFFICE,office,a23,office desks desk,Generic office
9122,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3552695,OFFICE,office,a23,office desks desk,Generic office
9123,office,625050301,MGC Law,625050301:3328334,OFFICE,office,a23,office desks desk,Generic office
9124,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23327687,OFFICE,office,a23,office desks desk,Generic office
9125,office,625050301,MGC Law,625050301:3491227,OFFICE,office,a23,office desks desk,Generic office
9126,office,-1760716432,KIEWIT - ITASCA OFFICE,-1760716432:2866984,OFFICE,office,a23,office desks desk,Generic office
9127,office,-1760716432,KIEWIT - ITASCA OFFICE,-1760716432:2867337,OFFICE,office,a23,office desks desk,Generic office
9128,office,1489367405,Zoll Data Systems,1489367405:3866816,OFFICE,office,a23,office desks desk,Generic office
9129,office,-707004497,Wells Fargo Center,-707004497:2655053,OFFICE,office,a23,office desks desk,Generic office
9130,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:2993988,OFFICE,office,a23,office desks desk,Generic office
9131,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3463757,OFFICE,office,a23,office desks desk,Generic office
9132,office,-1547892691,MGC Law,-1547892691:3316218,OFFICE,office,a23,office desks desk,Generic office
9133,office,-1547892691,MGC Law,-1547892691:3303909,OFFICE,office,a23,office desks desk,Generic office
9134,office,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703344,OFFICE,office,a23,office desks desk,Generic office
9135,office,518742515,FINANCE OF AMERICA,518742515:4127989,OFFICE,office,a23,office desks desk,Generic office
9136,office,-1547892691,MGC Law,-1547892691:3262963,OFFICE,office,a23,office desks desk,Generic office
9137,office,1669666760,USAA COLORADO SPRINGS INTERIORS PROJECT,1669666760:1703345,OFFICE,office,a23,office desks desk,Generic office
9138,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23331080,OFFICE,office,a23,office desks desk,Generic office
9139,office,-102300159,"STEELHEAD PARTNERS, LLC",-102300159:2365342,OFFICE,office,a23,office desks desk,Generic office
9140,office,2035335354,MICROSS,2035335354:2869871,OFFICE,office,a23,office desks desk,Generic office
9141,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23336255,OFFICE,office,a23,office desks desk,Generic office
9142,office,1800157824,WEBER SHANDWICK - BOSTON,1800157824:3770441,OFFICE,office,a23,office desks desk,Generic office
9143,office,-2022551672,DTSS,-2022551672:6218075,OFFICE,office,a23,office desks desk,Generic office
9146,office,1811016300,DLR Library Justice + Civic - Detention,1811016300:2653654,OFFICE,office,a23,office desks desk,Generic office
9147,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4218353,OFFICE,office,a23,office desks desk,Generic office
9148,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4149441,OFFICE,office,a23,office desks desk,Generic office
9149,office,2010910116,BLATTNER ENERGY OFFICE EXPANSION,2010910116:4972511,OFFICE,office,a23,office desks desk,Generic office
9150,office,2081869010,USAA CO3E RENOVATION,2081869010:2522305,OFFICE-JAMIE,office jamie,a23,office desks desk,Junk
9151,office,625050301,MGC Law,625050301:3470096,OFFICE,office,a23,office desks desk,Generic office
9152,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2873723,OFFICE,office,a23,office desks desk,Generic office
9153,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2776456,OFFICE,office,a23,office desks desk,Generic office
9154,office,-1130257448,MGC Law,-1130257448:3328334,OFFICE,office,a23,office desks desk,Generic office
9155,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:4112331,OFFICE,office,a23,office desks desk,Generic office
9156,office,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:2911071,OFFICE,office,a23,office desks desk,Generic office
9158,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:3335406,OFFICE,office,a23,office desks desk,Generic office
9159,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275467,OFFICE,office,a23,office desks desk,Generic office
9160,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23276587,OFFICE,office,a23,office desks desk,Generic office
9161,office,-1708409347,WELLS FARGO NORTH PHOENIX RESTACK,-1708409347:2993627,OFFICE,office,a23,office desks desk,Generic office
9162,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4159426,OFFICE,office,a23,office desks desk,Generic office
9163,office,-1547892691,MGC Law,-1547892691:3469920,OFFICE,office,a23,office desks desk,Generic office
9164,office,-1708409347,WELLS FARGO NORTH PHOENIX RESTACK,-1708409347:3335342,OFFICE,office,a23,office desks desk,Generic office
9165,office,-707004497,Wells Fargo Center,-707004497:2636159,OFFICE,office,a23,office desks desk,Generic office
9166,office,-1708409347,WELLS FARGO NORTH PHOENIX RESTACK,-1708409347:3335340,OFFICE,office,a23,office desks desk,Generic office
9167,office,2070452309,LINN BENTON LINCOLN ESD,2070452309:2902429,OFFICE,office,a23,office desks desk,Generic office
9168,office,-1655215001,Great Western Bank Terminal Building Branch,-1655215001:3630198,OFFICE,office,a23,office desks desk,Generic office
9170,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23318652,OFFICE,office,a23,office desks desk,Generic office
9171,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23273082,OFFICE,office,a23,office desks desk,Generic office
9172,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:4112341,OFFICE,office,a23,office desks desk,Generic office
9173,office,558597339,USAA Executive Offices,558597339:1866873,OFFICE,office,a23,office desks desk,Generic office
9174,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4126688,OFFICE,office,a23,office desks desk,Generic office
9175,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4159404,OFFICE,office,a23,office desks desk,Generic office
9176,office,558597339,USAA Executive Offices,558597339:1867547,OFFICE,office,a23,office desks desk,Generic office
9178,office,-2022551672,DTSS,-2022551672:6209592,OFFICE,office,a23,office desks desk,Generic office
9179,office,-1130257448,MGC Law,-1130257448:3470087,OFFICE,office,a23,office desks desk,Generic office
9180,office,-1130257448,MGC Law,-1130257448:3491263,OFFICE,office,a23,office desks desk,Generic office
9181,office,-1789132710,NEW OFFICE AND WAREHOUSE BUILDING,-1789132710:3118636,OFFICE,office,a23,office desks desk,Generic office
9182,office,2035335354,MICROSS,2035335354:4502327,OFFICE,office,a23,office desks desk,Generic office
9184,office,-707004497,Wells Fargo Center,-707004497:2655033,OFFICE,office,a23,office desks desk,Generic office
9185,office,2035335354,MICROSS,2035335354:2869862,OFFICE,office,a23,office desks desk,Generic office
9186,office,-21229924,"STEELHEAD PARTNERS, LLC",-21229924:2365116,OFFICE,office,a23,office desks desk,Generic office
9187,office,-352043833,USAA CO3E RENOVATION,-352043833:2522305,OFFICE-JAMIE,office jamie,a23,office desks desk,Junk
9188,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275448,OFFICE,office,a23,office desks desk,Generic office
9189,office,1489367405,Zoll Data Systems,1489367405:3866807,OFFICE,office,a23,office desks desk,Generic office
9190,office,-1789479582,WELLS FARGO NORTH PHOENIX RESTACK,-1789479582:3335977,OFFICE,office,a23,office desks desk,Generic office
9191,office,-21229924,"STEELHEAD PARTNERS, LLC",-21229924:2365020,OFFICE,office,a23,office desks desk,Generic office
9192,office,-707004497,Wells Fargo Center,-707004497:3039222,OFFICE,office,a23,office desks desk,Generic office
9193,office,1634878593,USAA COLORADO SPRINGS INTERIORS PROJECT,1634878593:2185951,OFFICE,office,a23,office desks desk,Generic office
9194,office,-707004497,Wells Fargo Center,-707004497:3491248,OFFICE,office,a23,office desks desk,Generic office
9195,office,-1547892691,MGC Law,-1547892691:3470084,OFFICE,office,a23,office desks desk,Generic office
9196,office,-1495321069,GRAY STREET OFFICE,-1495321069:6692394,OFFICE,office,a23,office desks desk,Generic office
9197,office,-1547892691,MGC Law,-1547892691:3470096,OFFICE,office,a23,office desks desk,Generic office
9198,office,625050301,MGC Law,625050301:3303694,OFFICE,office,a23,office desks desk,Generic office
9199,office,-1220827535,APPLE BOULDER,-1220827535:2671951,OFFICE,office,a23,office desks desk,Generic office
9200,office,194731251,USAA CO3E RENOVATION,194731251:2522305,OFFICE,office,a23,office desks desk,Generic office
9201,office,-1547892691,MGC Law,-1547892691:3262978,OFFICE,office,a23,office desks desk,Generic office
9202,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:2993614,OFFICE,office,a23,office desks desk,Generic office
9203,office,-1547892691,MGC Law,-1547892691:3316206,OFFICE,office,a23,office desks desk,Generic office
9204,office,-707004497,Wells Fargo Center,-707004497:2644210,OFFICE,office,a23,office desks desk,Generic office
9205,office,-170983648,USAA COLORADO SPRINGS INTERIORS PROJECT,-170983648:2174556,OFFICE,office,a23,office desks desk,Generic office
9206,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:2993631,OFFICE,office,a23,office desks desk,Generic office
9207,office,-1547892691,MGC Law,-1547892691:3491227,OFFICE,office,a23,office desks desk,Generic office
9208,office,518742515,FINANCE OF AMERICA,518742515:4200605,OFFICE,office,a23,office desks desk,Generic office
9209,office,-352043833,USAA CO3E RENOVATION,-352043833:1894139,OFFICE,office,a23,office desks desk,Generic office
9210,office,-352043833,USAA CO3E RENOVATION,-352043833:1875970,OFFICE,office,a23,office desks desk,Generic office
9211,office,-352043833,USAA CO3E RENOVATION,-352043833:1875964,OFFICE,office,a23,office desks desk,Generic office
9212,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23331087,OFFICE,office,a23,office desks desk,Generic office
9214,office,-1789479582,WELLS FARGO NORTH PHOENIX RESTACK,-1789479582:3335342,OFFICE,office,a23,office desks desk,Generic office
9215,office,-1220827535,APPLE BOULDER,-1220827535:2674437,OFFICE,office,a23,office desks desk,Generic office
9216,office,-1789132710,NEW OFFICE AND WAREHOUSE BUILDING,-1789132710:3118466,OFFICE,office,a23,office desks desk,Generic office
9217,office,1489367405,Zoll Data Systems,1489367405:2107915,OFFICE,office,a23,office desks desk,Generic office
9218,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3463908,OFFICE,office,a23,office desks desk,Generic office
9219,office,-1708409347,WELLS FARGO NORTH PHOENIX RESTACK,-1708409347:3335344,OFFICE,office,a23,office desks desk,Generic office
9220,office,625050301,MGC Law,625050301:4250598,OFFICE,office,a23,office desks desk,Generic office
9221,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275947,OFFICE,office,a23,office desks desk,Generic office
9222,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3469088,OFFICE,office,a23,office desks desk,Generic office
9223,office,-1996944146,T3 OFFICE - NASHVILLE,-1996944146:2392710,OFFICE,office,a23,office desks desk,Generic office
9224,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4159417,OFFICE,office,a23,office desks desk,Generic office
9225,office,2081869010,USAA CO3E RENOVATION,2081869010:1925097,OFFICE-DAN,office dan,a23,office desks desk,Junk
9226,office,1014653942,FINANCE OF AMERICA,1014653942:4030312,OFFICE,office,a23,office desks desk,Generic office
9227,office,-1668011946,"Beardmore Hyundai Dealership Remodel & Addition, Bellevue, NE",-1668011946:3607304,OFFICE,office,a23,office desks desk,Generic office
9228,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:2993617,OFFICE,office,a23,office desks desk,Generic office
9229,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:3335981,OFFICE,office,a23,office desks desk,Generic office
9230,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4159425,OFFICE,office,a23,office desks desk,Generic office
9231,office,-707004497,Wells Fargo Center,-707004497:2642599,OFFICE,office,a23,office desks desk,Generic office
9232,office,-1547892691,MGC Law,-1547892691:3491224,OFFICE,office,a23,office desks desk,Generic office
9233,office,194731251,USAA CO3E RENOVATION,194731251:1925097,OFFICE,office,a23,office desks desk,Generic office
9234,office,2081869010,USAA CO3E RENOVATION,2081869010:1875971,OFFICE,office,a23,office desks desk,Generic office
9235,office,-1790933234,1490 CURTIS STREET REPOSITIONING,-1790933234:3874724,PROPERTY MGT OFFICE,property mgt office,a23,office desks desk,Junk
9236,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:3335342,OFFICE,office,a23,office desks desk,Generic office
9237,office,-707004497,Wells Fargo Center,-707004497:2632024,OFFICE,office,a23,office desks desk,Generic office
9238,office,2010910116,BLATTNER ENERGY OFFICE EXPANSION,2010910116:4091899,OFFICE,office,a23,office desks desk,Generic office
9239,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2869389,OFFICE,office,a23,office desks desk,Generic office
9240,office,-102300159,"STEELHEAD PARTNERS, LLC",-102300159:2365127,OFFICE,office,a23,office desks desk,Generic office
9241,office,-1220827535,APPLE BOULDER,-1220827535:2675375,OFFICE,office,a23,office desks desk,Generic office
9242,office,-1668011946,"Beardmore Hyundai Dealership Remodel & Addition, Bellevue, NE",-1668011946:3606943,OFFICE,office,a23,office desks desk,Generic office
9243,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:3333806,OFFICE,office,a23,office desks desk,Generic office
9244,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:2994333,OFFICE,office,a23,office desks desk,Generic office
9245,office,518742515,FINANCE OF AMERICA,518742515:4030312,OFFICE,office,a23,office desks desk,Generic office
9247,office,-2022551672,DTSS,-2022551672:2492917,OFFICE,office,a23,office desks desk,Generic office
9248,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3464020,OFFICE,office,a23,office desks desk,Generic office
9249,office,-970952287,WELLS FARGO NORTH PHOENIX RESTACK,-970952287:3308991,OFFICE,office,a23,office desks desk,Generic office
9250,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23324829,OFFICE,office,a23,office desks desk,Generic office
9251,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:4112994,OFFICE,office,a23,office desks desk,Generic office
9252,office,-1130257448,MGC Law,-1130257448:3303802,OFFICE,office,a23,office desks desk,Generic office
9253,office,-1130257448,MGC Law,-1130257448:3470078,OFFICE,office,a23,office desks desk,Generic office
9254,office,2035335354,MICROSS,2035335354:2871665,OFFICE,office,a23,office desks desk,Generic office
9255,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2869392,OFFICE,office,a23,office desks desk,Generic office
9256,office,-1220827535,APPLE BOULDER,-1220827535:2671957,OFFICE,office,a23,office desks desk,Generic office
9258,office,625050301,MGC Law,625050301:4239703,OFFICE,office,a23,office desks desk,Generic office
9259,office,-1245718899,PROJECT SNOWBIRD,-1245718899:3428496,LP OFFICE,lp office,a23,office desks desk,Junk
9261,office,1349337925,RivCo-CAC 10th Floor Renovation,1349337925:3762039,OFFICE,office,a23,office desks desk,Generic office
9262,office,-1789132710,NEW OFFICE AND WAREHOUSE BUILDING,-1789132710:3118893,OFFICE,office,a23,office desks desk,Generic office
9263,office,194731251,USAA CO3E RENOVATION,194731251:1894108,OFFICE,office,a23,office desks desk,Generic office
9264,office,625050301,MGC Law,625050301:3303670,OFFICE,office,a23,office desks desk,Generic office
9265,office,625050301,MGC Law,625050301:3469932,OFFICE,office,a23,office desks desk,Generic office
9266,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4126686,OFFICE,office,a23,office desks desk,Generic office
9267,office,2102479884,USAA CO3E RENOVATION,2102479884:1875965,OFFICE,office,a23,office desks desk,Generic office
9268,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:3333831,OFFICE,office,a23,office desks desk,Generic office
9269,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:2994345,OFFICE,office,a23,office desks desk,Generic office
9270,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23327690,OFFICE,office,a23,office desks desk,Generic office
9271,office,1800157824,WEBER SHANDWICK - BOSTON,1800157824:3532738,OFFICE,office,a23,office desks desk,Generic office
9272,office,1489367405,Zoll Data Systems,1489367405:2107892,OFFICE,office,a23,office desks desk,Generic office
9273,office,-102300159,"STEELHEAD PARTNERS, LLC",-102300159:2365304,OFFICE,office,a23,office desks desk,Generic office
9274,office,-707004497,Wells Fargo Center,-707004497:3097243,OFFICE,office,a23,office desks desk,Generic office
9275,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:2993992,OFFICE,office,a23,office desks desk,Generic office
9276,office,-1655215001,Great Western Bank Terminal Building Branch,-1655215001:3630186,OFFICE,office,a23,office desks desk,Generic office
9277,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4279945,OFFICE,office,a23,office desks desk,Generic office
9278,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4218355,OFFICE,office,a23,office desks desk,Generic office
9279,office,1349337925,RivCo-CAC 10th Floor Renovation,1349337925:3777605,OFFICE,office,a23,office desks desk,Generic office
9280,office,416905723,WELLS FARGO NORTH PHOENIX RESTACK,416905723:3335340,OFFICE,office,a23,office desks desk,Generic office
9281,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:4218354,OFFICE,office,a23,office desks desk,Generic office
9282,office,-1060345763,USAA CO3E RENOVATION,-1060345763:1894139,OFFICE,office,a23,office desks desk,Generic office
9283,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:3335975,OFFICE,office,a23,office desks desk,Generic office
9284,office,1349337925,RivCo-CAC 10th Floor Renovation,1349337925:3777602,OFFICE,office,a23,office desks desk,Generic office
9285,office,49956167,WELLS FARGO NORTH PHOENIX RESTACK,49956167:2994359,OFFICE,office,a23,office desks desk,Generic office
9287,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23334386,OFFICE,office,a23,office desks desk,Generic office
9288,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275956,OFFICE,office,a23,office desks desk,Generic office
9289,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23324830,OFFICE,office,a23,office desks desk,Generic office
9290,office,518742515,FINANCE OF AMERICA,518742515:4128043,OFFICE,office,a23,office desks desk,Generic office
9291,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:3432241,OFFICE,office,a23,office desks desk,Generic office
9292,office,-1789479582,WELLS FARGO NORTH PHOENIX RESTACK,-1789479582:3333831,OFFICE,office,a23,office desks desk,Generic office
9293,office,1489367405,Zoll Data Systems,1489367405:3866828,OFFICE,office,a23,office desks desk,Generic office
9294,office,157709685,WELLS FARGO TRAINING ROOM UPGRADES,157709685:2993617,OFFICE,office,a23,office desks desk,Generic office
9295,office,1489367405,Zoll Data Systems,1489367405:3866803,OFFICE,office,a23,office desks desk,Generic office
9296,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23334381,OFFICE,office,a23,office desks desk,Generic office
9297,office,2070452309,LINN BENTON LINCOLN ESD,2070452309:2902961,OFFICE,office,a23,office desks desk,Generic office
9298,office,-21229924,"STEELHEAD PARTNERS, LLC",-21229924:2365107,OFFICE,office,a23,office desks desk,Generic office
9299,office,-1668011946,"Beardmore Hyundai Dealership Remodel & Addition, Bellevue, NE",-1668011946:3606959,OFFICE,office,a23,office desks desk,Generic office
9300,office,-1655215001,Great Western Bank Terminal Building Branch,-1655215001:3257253,OFFICE,office,a23,office desks desk,Generic office
9301,office,2081869010,USAA CO3E RENOVATION,2081869010:2522483,OFFICE-UNASSIGNED 7,office unassigned,a23,office desks desk,Junk
9304,office,-1655215001,Great Western Bank Terminal Building Branch,-1655215001:3257262,OFFICE,office,a23,office desks desk,Generic office
9305,office,1014653942,FINANCE OF AMERICA,1014653942:4031216,OFFICE,office,a23,office desks desk,Generic office
9306,office,1349337925,RivCo-CAC 10th Floor Renovation,1349337925:3777614,OFFICE,office,a23,office desks desk,Generic office
9308,office,-1001064926,BENNINGTON SCHOOL DISTRICT OFFICE 2ND FLOOR FIT-OUT,-1001064926:3463927,OFFICE,office,a23,office desks desk,Generic office
9309,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:2772327,OFFICE,office,a23,office desks desk,Generic office
9310,office,-1789132710,NEW OFFICE AND WAREHOUSE BUILDING,-1789132710:3118468,OFFICE,office,a23,office desks desk,Generic office
9311,office,921357226,USAA COLORADO SPRINGS INTERIORS PROJECT,921357226:1703435,OFFICE,office,a23,office desks desk,Generic office
9312,office,-2022551672,DTSS,-2022551672:6218072,OFFICE,office,a23,office desks desk,Generic office
9313,office,-246350203,WELLS FARGO NORTH PHOENIX RESTACK,-246350203:3333798,OFFICE,office,a23,office desks desk,Generic office
9314,office,625050301,MGC Law,625050301:3262981,OFFICE,office,a23,office desks desk,Generic office
9315,office,2035335354,MICROSS,2035335354:2869841,OFFICE,office,a23,office desks desk,Generic office
9316,office,-2061083730,DTSS,-2061083730:6215535,OFFICE,office,a23,office desks desk,Generic office
9317,office,-2061083730,DTSS,-2061083730:6218081,OFFICE,office,a23,office desks desk,Generic office
9318,office,-1130257448,MGC Law,-1130257448:3304212,OFFICE,office,a23,office desks desk,Generic office
9319,office,625050301,MGC Law,625050301:4239694,OFFICE,office,a23,office desks desk,Generic office
9320,office,625050301,MGC Law,625050301:3470081,OFFICE,office,a23,office desks desk,Generic office
9321,office,1275632693,THE PORTLAND BUILDING RECONSTRUCTION PROJECT,1275632693:23275966,OFFICE,office,a23,office desks desk,Generic office
9322,office,-2061083730,DTSS,-2061083730:6209592,OFFICE,office,a23,office desks desk,Generic office
9323,office,1492662939,STUDENT SERVICES COMPLEX,1492662939:3456671,OFFICE,office,a23,office desks desk,Generic office
9324,office,-1760716432,KIEWIT - ITASCA OFFICE,-1760716432:2866997,OFFICE,office,a23,office desks desk,Generic office
9325,office,1623609429,PINAL COUNTY ATTORNEY'S OFFICE,1623609429:8614863,OFFICE,office,a23,office desks desk,Generic office
9326,office,974626977,THIELE GEOTECH INC,974626977:2806649,OFFICE,office,a23,office desks desk,Generic office
9327,office,625050301,MGC Law,625050301:4239757,OFFICE,office,a23,office desks desk,Generic office
9328,office,625050301,MGC Law,625050301:3491233,OFFICE,office,a23,office desks desk,Generic office
9329,office,2081869010,USAA CO3E RENOVATION,2081869010:2522341,OFFICE-DANA,office dana,a23,office desks desk,Junk
9330,office,2035335354,MICROSS,2035335354:4864324,OFFICE,office,a23,office desks desk,Generic office
9331,office,-1642606681,LINCOLN HEALTH CENTER,-1642606681:2548805,MH OFFICE,mh office,a23,office desks desk,Junk
9332,office,-102300159,"STEELHEAD PARTNERS, LLC",-102300159:2365364,OFFICE,office,a23,office desks desk,Generic office
9334,office,625050301,MGC Law,625050301:3262963,OFFICE,office,a23,office desks desk,Generic office
9335,office,625050301,MGC Law,625050301:4239766,OFFICE,office,a23,office desks desk,Generic office
9336,office,1014653942,FINANCE OF AMERICA,1014653942:4127974,OFFICE,office,a23,office desks desk,Generic office
9337,office,625050301,MGC Law,625050301:3262954,OFFICE,office,a23,office desks desk,Generic office
9338,office,-1060345763,USAA CO3E RENOVATION,-1060345763:2522909,OFFICE,office,a23,office desks desk,Generic office
